Incident Number,Date Reported,Date Occurred,Badge ID,Offense Classification,Offense Code Name,NIBRS Code,NIBRS Group,Was Offense Completed,LMPD Division,LMPD Beat,Location Category,Block Address,City,Zip Code,ObjectId
LMPD23129331,12/30/2023,12/30/2023,5105,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE 508.020 13160 13A,13A,A,Yes,2nd Division,211,Highway/ Road/ Alley/ Street/ Sidewalk,600 BLOCK S 44TH ST,LOUISVILLE,40211,
LMPD23129336,12/30/2023,12/30/2023,5175,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,2nd Division,236,Residence/Home,3200 BLOCK GREENDALE DR,LOUISVILLE,40216,
LMPD23129358,12/30/2023,12/30/2023,5436,43 PROSTITUTION,LOITERING FOR PROSTITUTION PURPOSES - 1ST OFFENSE 529.080 01606 40A,40A,A,Yes,5th Division,512,Residence/Home,1200 BLOCK BARDSTOWN RD,LOUISVILLE,40204,
LMPD23129481,12/30/2023,12/30/2023,5539,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,No,8th Division,824,Residence/Home,12500 BLOCK BERRYTOWN RD,LOUISVILLE,40223,
LMPD23129349,12/30/2023,12/30/2023,5195,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,5th Division,512,Other Residence (Apartment/Condo),1200 BLOCK BARDSTOWN RD,LOUISVILLE,40204,
LMPD23129230,12/30/2023,12/30/2023,7311,12 INTIMIDATION,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS 524.040 51201 13C,999,B,Yes,1st Division,123,Residence/Home,900 BLOCK READ ALY,LOUISVILLE,40203,
LMPD23129426,12/30/2023,12/30/2023,7226,11 SIMPLE ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON 508.025 13113 13B,13B,A,Yes,2nd Division,211,Highway/ Road/ Alley/ Street/ Sidewalk,600 BLOCK LOUIS COLEMAN JR DR,LOUISVILLE,40211,
LMPD23129380,12/30/2023,12/30/2023,7648,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,8th Division,824,Other Residence (Apartment/Condo),13000 BLOCK RITA JUNE WAY,LOUISVILLE,40223,
LMPD24000468,12/30/2023,12/30/2023,8173,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,Yes,1st Division,134,Other/Unknown,1600 BLOCK MELLWOOD AVE,LOUISVILLE,40206,
LMPD23129440,12/30/2023,12/30/2023,7691,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,334,Residence/Home,10500 BLOCK SUNLIGHT LN,LOUISVILLE METRO  PD,40272,
LMPD23129692,12/30/2023,12/30/2023,5599,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,331,Residence/Home,1600 BLOCK BRICK KILN LN,LOUISVILLE,40216,
LMPD23129377,12/30/2023,12/30/2023,5541,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,6th Division,611,Residence/Home,900 BLOCK ARDMORE DR,LOUISVILLE,40217,
LMPD23129340,12/30/2023,12/30/2023,5536,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,435,Service/Gas Station,TAYLOR BLVD / BLUEGRASS AVE,LOUISVILLE,40215,
LMPD23129451,12/30/2023,12/30/2023,7264,9 AGGRAVATED ASSAULT,ASSAULT - 1ST DEGREE 508.010 13150 13A,13A,A,Yes,4th Division,412,Highway/ Road/ Alley/ Street/ Sidewalk,NULL,LOUISVILLE,40203,
LMPD23129343,12/30/2023,12/30/2023,5367,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,Yes,1st Division,135,Other Residence (Apartment/Condo),400 BLOCK E MUHAMMAD ALI BLVD,LOUISVILLE,40202,
LMPD23129291,12/30/2023,12/30/2023,5574,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,423,Residence/Home,700 BLOCK DENMARK ST,LOUISVILLE,40215,
LMPD23129272,12/30/2023,12/30/2023,5308,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,2nd Division,211,Residence/Home,4200 BLOCK LARKWOOD AVE,LOUISVILLE,40212,
LMPD24900018,12/30/2023,12/30/2023,8185,99 NON-REPORTABLE,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC189.580(1)(a) 00569 999,999,B,Yes,5th Division,513,Highway/ Road/ Alley/ Street/ Sidewalk,2200 BLOCK BARDSTOWN RD,LOUISVILLE,40205,
LMPD23129438,12/30/2023,12/30/2023,7590,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,6th Division,613,Restaurant,3300 BLOCK NEWBURG RD,LOUISVILLE,40218,
LMPD23129523,12/30/2023,12/30/2023,5224,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,3rd Division,323,Service/Gas Station,8600 BLOCK NATIONAL TPKE,LOUISVILLE,40018,
LMPD23129326,12/30/2023,12/30/2023,5470,12 INTIMIDATION,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS 524.040 51201 13C,13C,A,Yes,4th Division,424,Residence/Home,900 BLOCK BURTON AVE,LOUISVILLE,40208,
LMPD23129326,12/30/2023,12/30/2023,5470,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,999,B,Yes,4th Division,424,Residence/Home,900 BLOCK BURTON AVE,LOUISVILLE,40208,
LMPD24002302,12/30/2023,12/30/2023,5141,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,7th Division,736,Service/Gas Station,7300 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD23129323,12/30/2023,12/30/2023,7255,12 INTIMIDATION,MENACING 508.050 00803 13C,13C,A,Yes,1st Division,123,Other/Unknown,400 BLOCK S 4TH ST,LOUISVILLE,40202,
LMPD23129120,12/30/2023,12/30/2023,5230,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,Yes,4th Division,424,Residence/Home,3300 BLOCK PEACHTREE AVE,LOUISVILLE,40215,
LMPD23129133,12/30/2023,12/30/2023,7799,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,Yes,7th Division,724,Department/Discount Store,9800 BLOCK PRESTON CROSSING BLVD,LOUISVILLE,40229,
LMPD23129358,12/30/2023,12/30/2023,5436,23 THEFT OTHER,THEFT OF SERVICES 514.060(4) 23481 23H,23H,A,Yes,5th Division,512,Residence/Home,1200 BLOCK BARDSTOWN RD,LOUISVILLE,40204,
LMPD23129285,12/30/2023,12/30/2023,7232,12 INTIMIDATION,MENACING 508.050 00803 13C,13C,A,Yes,3rd Division,323,Residence/Home,800 BLOCK WHITES LN,LOUISVILLE,40118,
LMPD23129234,12/30/2023,12/30/2023,5454,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,2nd Division,223,Residence/Home,2300 BLOCK HALE AVE,LOUISVILLE,40210,
LMPD23129389,12/30/2023,12/30/2023,5373,50 DRUNK DRIVING,OPER MTR VEH UNDER INFL ALC .08 (189A010(1E) - 1ST (AGG CIR)189A.010(5A) 03128 90D,90D,B,No,4th Division,411,Highway/ Road/ Alley/ Street/ Sidewalk,S 9TH STREET RAMP / W OAK ST,LOUISVILLE,40203,
LMPD23129523,12/30/2023,12/31/2023,5224,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $10,000 OR MORE 514.110(3)(c) 28014 280",280,A,Yes,3rd Division,323,Department/Discount Store,100 BLOCK OUTER LOOP,LOUISVILLE,40214,
LMPD23129171,12/30/2023,12/30/2023,5574,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,423,Residence/Home,3600 BLOCK PARTHENIA AVE,LOUISVILLE,40215,
LMPD23129298,12/30/2023,12/30/2023,5574,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,4th Division,423,Department/Discount Store,2500 BLOCK 7TH STREET RD,LOUISVILLE,40208,
LMPD23129217,12/30/2023,12/30/2023,5451,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,2nd Division,223,Residence/Home,2700 BLOCK VIRGINIA AVE,LOUISVILLE,40211,
LMPD23129372,12/30/2023,12/30/2023,5448,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,No,1st Division,111,Highway/ Road/ Alley/ Street/ Sidewalk,N 22ND ST / BANK ST,LOUISVILLE,40212,
LMPD23129430,12/30/2023,12/30/2023,8249,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,5th Division,525,Parking/ Drop Lot/ Garage,3800 BLOCK FRANKFORT AVE,LOUISVILLE,40207,
LMPD23129111,12/30/2023,12/30/2023,5131,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $500 < $1,000 514.030 24096 23H",23H,A,Yes,4th Division,423,Residence/Home,3400 BLOCK GLENDALE AVE,LOUISVILLE,40215,
LMPD23129379,12/30/2023,12/30/2023,5500,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,2nd Division,211,Residence/Home,100 BLOCK S 43RD ST,LOUISVILLE,40212,
LMPD23129302,12/30/2023,12/30/2023,5213,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,1st Division,123,Bar/Nightclub,400 BLOCK S 3RD ST,LOUISVILLE,40202,
LMPD23129328,12/30/2023,12/30/2023,5151,46 WPNS LAW VIOLATION,POSSESSION OF HANDGUN BY CONVICTED FELON 527.040 52197 520,520,A,Yes,6th Division,624,Convenience Store,FEGENBUSH LN / NORFOLK DR,LOUISVILLE,40228,
LMPD23129182,12/30/2023,12/30/2023,5591,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,3rd Division,315,Residence/Home,7500 BLOCK BLUE WING DR,LOUISVILLE,40258,
LMPD23129583,12/30/2023,12/30/2023,8515,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,6th Division,624,Parking/ Drop Lot/ Garage,4100 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD23129349,12/30/2023,12/30/2023,5195,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,Yes,5th Division,512,Other Residence (Apartment/Condo),1200 BLOCK BARDSTOWN RD,LOUISVILLE,40204,
LMPD23129247,12/30/2023,12/30/2023,5591,34 NARCOTICS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE) 218.1415 42215 35A,35A,A,Yes,3rd Division,315,Department/Discount Store,10400 BLOCK DIXIE HWY,LOUISVILLE,40272,
LMPD23129111,12/30/2023,12/30/2023,5131,12 INTIMIDATION,MENACING 508.050 00803 13C,13C,A,Yes,4th Division,423,Residence/Home,3400 BLOCK GLENDALE AVE,LOUISVILLE,40215,
LMPD23129336,12/30/2023,12/30/2023,5175,9 AGGRAVATED ASSAULT,ASSAULT - 1ST DEGREE 508.010 13150 13A,13A,A,Yes,2nd Division,236,Residence/Home,3200 BLOCK GREENDALE DR,LOUISVILLE,40216,
LMPD23129183,12/30/2023,12/30/2023,5566,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,4th Division,435,Residence/Home,4900 BLOCK HAZELWOOD AVE,LOUISVILLE,40214,
LMPD23129264,12/30/2023,12/30/2023,5344,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,No,1st Division,123,Residence/Home,500 BLOCK S 8TH ST,LOUISVILLE,40203,
LMPD23129135,12/30/2023,12/30/2023,5585,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,3rd Division,331,Commercial/Office Building,4900 BLOCK DIXIE HWY,LOUISVILLE,40216,
LMPD23129113,12/30/2023,12/30/2023,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,4th Division,423,Highway/ Road/ Alley/ Street/ Sidewalk,1400 BLOCK SALE AVE,LOUISVILLE,40215,
LMPD23129260,12/30/2023,12/30/2023,5403,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,1st Division,123,Residence/Home,1100 BLOCK W MUHAMMAD ALI BLVD,LOUISVILLE,40203,
LMPD23129290,12/30/2023,12/30/2023,2413,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,5th Division,521,Residence/Home,2500 BLOCK LINDSAY AVE,LOUISVILLE,40206,
LMPD23129441,12/30/2023,12/30/2023,7385,32 EMBEZZLEMENT,TBUT OR DISP ALL OTHERS 514.030 24095E 270,270,A,Yes,8th Division,812,Department/Discount Store,4100 BLOCK TOWNE CENTER DR,LOUISVILLE,40241,
LMPD23129273,12/30/2023,12/30/2023,2013,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,999,B,Yes,8th Division,823,Residence/Home,18000 BLOCK SHELBYVILLE RD,LOUISVILLE,40023,
LMPD24002302,12/30/2023,12/30/2023,5141,55 TRESPASSING,CRIMINAL TRESPASS-2ND DEGREE 511.070 02624 90J,90J,B,No,7th Division,736,Service/Gas Station,7300 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD23129381,12/30/2023,12/30/2023,8249,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,No,1st Division,135,Parking/ Drop Lot/ Garage,200 BLOCK E GRAY ST,LOUISVILLE,40202,
LMPD23129425,12/30/2023,12/30/2023,5500,27 FRAUD,OBSCURING THE IDENTITY OF A MACHINE U/$10000 514.120 23237 26A,26A,A,Yes,2nd Division,211,Residence/Home,600 BLOCK LOUIS COLEMAN JR DR,LOUISVILLE,40211,
LMPD23129239,12/30/2023,12/30/2023,8578,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,6th Division,625,Parking/ Drop Lot/ Garage,3700 BLOCK KLONDIKE LN,LOUISVILLE,40218,
LMPD23129391,12/30/2023,12/30/2023,5469,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,1st Division,112,Highway/ Road/ Alley/ Street/ Sidewalk,2300 BLOCK W JEFFERSON ST,LOUISVILLE,40212,
LMPD24003715,12/30/2023,12/30/2023,2569,23 THEFT OTHER,"TBUT OR DISP CONTROLLED SUB < $10,000 514.030 23913 23H",23H,A,Yes,2nd Division,211,Residence/Home,3700 BLOCK VERMONT AVE,LOUISVILLE,40211,
LMPD23129431,12/30/2023,12/30/2023,5456,34 NARCOTICS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE) 218.1415 42215 35A,35A,A,Yes,6th Division,612,Highway/ Road/ Alley/ Street/ Sidewalk,PRESTON HWY / STANDIFORD LN,LOUISVILLE,40213,
LMPD23129285,12/30/2023,12/30/2023,7232,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,Yes,3rd Division,323,Residence/Home,800 BLOCK WHITES LN,LOUISVILLE,40118,
LMPD24000481,12/30/2023,12/30/2023,8173,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,1st Division,134,Parking/ Drop Lot/ Garage,1400 BLOCK FRANKFORT AVE,LOUISVILLE,40206,
LMPD24900021,12/30/2023,12/30/2023,8185,99 NON-REPORTABLE,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC189.580(1)(a) 00569 999,999,B,Yes,4th Division,436,Highway/ Road/ Alley/ Street/ Sidewalk,SOUTHSIDE DR & KINGSTON AVE,LOUISVILLE,40214,
LMPD23129194,12/30/2023,12/30/2023,5129,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,2nd Division,211,Other Residence (Apartment/Condo),200 BLOCK CECIL AVE,LOUISVILLE,40212,
LMPD23129374,12/30/2023,12/30/2023,5498,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,2nd Division,236,Department/Discount Store,4400 BLOCK CANE RUN RD,LOUISVILLE,40216,
LMPD23129296,12/30/2023,12/30/2023,5100,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,999,B,Yes,3rd Division,315,Other Residence (Apartment/Condo),100 BLOCK PARADISE LN,LOUISVILLE,40258,
LMPD23129426,12/30/2023,12/30/2023,7226,56 ALL OTHER OFFENSES,RESISTING ARREST 520.090 02404 90Z,90Z,B,No,2nd Division,211,Highway/ Road/ Alley/ Street/ Sidewalk,600 BLOCK LOUIS COLEMAN JR DR,LOUISVILLE,40211,
LMPD23129296,12/30/2023,12/30/2023,5100,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,3rd Division,315,Other Residence (Apartment/Condo),100 BLOCK PARADISE LN,LOUISVILLE,40258,
LMPD23129444,12/30/2023,12/30/2023,5499,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,2nd Division,223,Residence/Home,700 BLOCK HAZEL ST,LOUISVILLE,40211,
LMPD23129090,12/30/2023,12/30/2023,5358,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,412,Residence/Home,500 BLOCK E BRECKINRIDGE ST,LOUISVILLE,40203,
LMPD23129182,12/30/2023,12/30/2023,5591,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,3rd Division,315,Residence/Home,7500 BLOCK BLUE WING DR,LOUISVILLE,40258,
LMPD23129128,12/30/2023,12/30/2023,8566,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,2nd Division,211,Residence/Home,600 BLOCK S 44TH ST,LOUISVILLE,40211,
LMPD23129278,12/30/2023,12/31/2023,5408,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,1st Division,111,Residence/Home,300 BLOCK N 25TH ST,LOUISVILLE,40212,
LMPD23129313,12/30/2023,12/30/2023,5498,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,Yes,2nd Division,211,Residence/Home,400 BLOCK LOUIS COLEMAN JR DR,LOUISVILLE,40212,
LMPD23129316,12/30/2023,12/30/2023,8173,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,3rd Division,322,Convenience Store,7400 BLOCK 3RD STREET RD,LOUISVILLE,40214,
LMPD23129133,12/30/2023,12/30/2023,7799,34 NARCOTICS,POSS CONT SUB 3RD DEGREE DRUG UNSPECIFIED 217A.1417 42263 35A,35A,A,Yes,7th Division,724,Department/Discount Store,9800 BLOCK PRESTON CROSSING BLVD,LOUISVILLE,40229,
LMPD23129114,12/30/2023,12/30/2023,7441,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,7th Division,723,Grocery/ Supermarket,7100 BLOCK CEDAR SPRINGS BLVD,LOUISVILLE,40291,
LMPD24001649,12/30/2023,12/30/2023,5141,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,7th Division,724,Residence/Home,11600 BLOCK APEX VIEW DR,LOUISVILLE,40229,
LMPD23129120,12/30/2023,12/30/2023,5230,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,4th Division,424,Residence/Home,3300 BLOCK PEACHTREE AVE,LOUISVILLE,40215,
LMPD23129193,12/30/2023,12/30/2023,5560,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,Yes,6th Division,612,Highway/ Road/ Alley/ Street/ Sidewalk,PRESTON HWY / ULRICH AVE,LOUISVILLE,40219,
LMPD23129328,12/30/2023,12/30/2023,5151,34 NARCOTICS,TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE 218A.1421(2) 42301 35A,35A,A,Yes,6th Division,624,Convenience Store,FEGENBUSH LN / NORFOLK DR,LOUISVILLE,40228,
LMPD23129294,12/30/2023,12/30/2023,5591,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,3rd Division,315,Department/Discount Store,9900 BLOCK DIXIE HWY,LOUISVILLE,40272,
LMPD23129230,12/30/2023,12/30/2023,7311,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,1st Division,123,Residence/Home,900 BLOCK READ ALY,LOUISVILLE,40203,
LMPD23129238,12/30/2023,12/30/2023,5591,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $500 < $1,000 514.030 24231 23C",23C,A,Yes,3rd Division,315,Department/Discount Store,10400 BLOCK DIXIE HWY,LOUISVILLE,40272,
LMPD23129202,12/30/2023,12/30/2023,5429,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,2nd Division,223,Other Residence (Apartment/Condo),1200 BLOCK S 12TH ST,LOUISVILLE,40210,
LMPD23129201,12/30/2023,12/30/2023,5297,47 FAMILY OFFENSES,CUSTODIAL INTERFERENCE-FELONY 509.070 10210 100,100,A,Yes,4th Division,412,Residence/Home,600 BLOCK N BARBEE WAY,LOUISVILLE,40217 0000,
LMPD24000696,12/30/2023,12/30/2023,8515,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,2nd Division,223,Highway/ Road/ Alley/ Street/ Sidewalk,1500 BLOCK GALLAGHER ST,LOUISVILLE,40210,
LMPD23129237,12/30/2023,12/30/2023,5574,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,Yes,4th Division,423,Restaurant,3900 BLOCK 7TH STREET RD,LOUISVILLE,40216,
LMPD24900022,12/30/2023,12/30/2023,8185,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,Yes,2nd Division,236,Residence/Home,6200 BLOCK EUREKA AVE,LOUISVILLE,40216,
LMPD23129230,12/30/2023,12/30/2023,7311,46 WPNS LAW VIOLATION,POSSESSION OF HANDGUN BY CONVICTED FELON 527.040 52197 520,520,A,Yes,1st Division,123,Residence/Home,900 BLOCK READ ALY,LOUISVILLE,40203,
LMPD23129111,12/30/2023,12/30/2023,5131,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,4th Division,423,Residence/Home,3400 BLOCK GLENDALE AVE,LOUISVILLE,40215,
LMPD23129293,12/30/2023,12/30/2023,5468,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,1st Division,123,Liquor Store,400 BLOCK S 2ND ST,LOUISVILLE,40202,
LMPD23129477,12/30/2023,12/30/2023,7799,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,7th Division,736,Hotel/ Motel/ Etc.,6500 BLOCK SIGNATURE DR,LOUISVILLE,40213,
LMPD23129273,12/30/2023,12/30/2023,2013,12 INTIMIDATION,MENACING 508.050 00803 13C,13C,A,Yes,8th Division,823,Residence/Home,18000 BLOCK SHELBYVILLE RD,LOUISVILLE,40023,
LMPD24900037,12/30/2023,12/30/2023,8185,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,No,6th Division,624,Auto Dealership New/Used,4200 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD23129166,12/30/2023,12/30/2023,8584,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,Yes,4th Division,424,Other Residence (Apartment/Condo),2400 BLOCK S 4TH ST,LOUISVILLE,40208,
LMPD23129106,12/30/2023,12/30/2023,5454,15 UNAUTHORIZED USE,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE 514.100 00701 240,240,A,Yes,2nd Division,223,Residence/Home,3100 BLOCK W KENTUCKY ST,LOUISVILLE,40211,
LMPD23129226,12/30/2023,12/30/2023,5590,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,1st Division,135,Highway/ Road/ Alley/ Street/ Sidewalk,400 BLOCK S JACKSON ST,LOUISVILLE,40202,
LMPD23129425,12/30/2023,12/30/2023,5500,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,2nd Division,211,Residence/Home,600 BLOCK LOUIS COLEMAN JR DR,LOUISVILLE,40211,
LMPD24000541,12/30/2023,12/30/2023,7669,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $500 < $1,000 514.040(8)(a) 71285 23H",23H,A,Yes,7th Division,736,Cyberspace,7100 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD23129199,12/30/2023,12/30/2023,5273,34 NARCOTICS,TRAF IN MARIJUANA-LESS THAN 8 OZ-2ND OR > OFFENSE 218A.1421(2) 42302 35A,35A,A,Yes,4th Division,424,Amusement Park,900 BLOCK PHILLIPS LN,LOUISVILLE,40209,
LMPD23129301,12/30/2023,12/30/2023,7116,12 INTIMIDATION,MENACING 508.050 00803 13C,13C,A,Yes,4th Division,412,Residence/Home,2000 BLOCK MAY AVE,LOUISVILLE,40217,
LMPD23129451,12/30/2023,12/30/2023,7264,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,4th Division,412,Highway/ Road/ Alley/ Street/ Sidewalk,NULL,LOUISVILLE,40203,
LMPD23129091,12/30/2023,12/30/2023,5475,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,4th Division,424,Residence/Home,3300 BLOCK PEACHTREE AVE,LOUISVILLE,40215,
LMPD23129193,12/30/2023,12/30/2023,5560,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,Yes,6th Division,612,Highway/ Road/ Alley/ Street/ Sidewalk,PRESTON HWY / ULRICH AVE,LOUISVILLE,40219,
